ID;primäres_Label_viecpro;field_3;kind;Latitude;Longitude;notes;references_p_lucienfeld_harrer;URI_wien_wiki;URI_p_lucienfeld_harrer;alternatives_label_adress_neu;alternatives_label_adress1822;alternatives_label_suttingerstadtplan;alternatives_Label_Datensammlung;alternatives_Label_Feld;Stadtviertel;ist_Teil_von;GeoNames_Link;Access_Excel_Zitierweise
249;Federlhof;"Federlhof;Rotenturmstraße, Ennsbaumerisches Haus";Wohnadresse;48.2099352;16.3743956;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,1, Wien: Selbstverlag, 1954, S. 17. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Gro%C3%9Fer_Federlhof_(1)&oldid=510585;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282902;Lugeck 7;768;;HSV-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Lubeck, Federlhof;Federlhof"
250;Lubeck, Lumagosches Haus;Lubeck, Lumagosches Haus;Wohnadresse;48.2097603;16.3738885;"ab 1629 Johann Baptists Lumago; danach Octavius Lumago, kaisl.  Rat und Rat des Inneren";Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,1, Wien: Selbstverlag, 1954,  S. 24. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Rotenturmstra%C3%9Fe_4&oldid=511057;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282890;Rotenturmstraße 4;769;Hr. Joh. Bat. v. Lumago key. Diener;TM-TBP-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Lugeck (Lubegg, am), Lumachisches Haus;Lugeck (Lubegg, am), Lumagisches Haus;Lugeck (Lubegg, am), Lumagosches Haus, eH;Lugeck, Lumagosches Haus, eH"
251;Obere Bäckerstraße, Zum schmeckenden Wurm;"Obere Bäckerstraße, Zum schmeckenden Wurm;Obere Bäckerstraße, Tättenriederisches Haus";Wohnadresse;48.2095986;16.3748504;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,1, Wien: Selbstverlag, 1954, S. 24. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Schmeckender-Wurm-Hof&oldid=283555;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2282909;Lugeck 5;772;;HSV-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Obere Bäckerstraße, schmeckender Wurm, neben dem;Obere Bäckerstraße, schmeckender Wurm, neben dem, Zeltschneiderisches Haus;Obere Bäckerstraße, schmeckender Wurm;schmeckender Wurm;Obere Bäckerstraße, beim Schmeckenden Wurm"
252;Wollzeile, Monquentinisches Haus;"Wollzeile, Monquentinisches Haus;Wollzeile, Pergisches Haus";Wohnadresse;48.2091191;16.3747271;ab 1665 Dr. phil et med. Leonhard Monquentin;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,2, Wien: Selbstverlag, 1954,  S. 357. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Wollzeile_7&oldid=511330;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289015;Wollzeile 7;773;;TM-TBP-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Wollzeile, Monquenti/Moquintin/Marquietti, von, Dr./Herr, Haus;Wollzeile, Monquentin, Dr., Haus;Wollzeile, Monquentinische Erben, Haus;Wollzeile, Monquentinsches Haus, eH;Wollzeile, Monquintin, Dr., Haus;Wollzeile, Monquintinische Erben, Haus"
253;Wollzeile, Fabrisches Haus;Wollzeile, Fabrisches Haus;Wohnadresse;48.2093486;16.3752916;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,2, Wien: Selbstverlag, 1954, S. 357. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=B%C3%A4ckerstra%C3%9Fe_4&oldid=510127;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2283470;Bäckerstraße 4;774;;HSV-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"abwesend, sonst: Wollzeile, Fabrisches Haus;Wollzeile, Fabrisches Haus;Wollzeile,Fabrisches Haus"
254;Wollzeile, Schlüsselbergerisches Haus;"Wollzeile, Schlüsselbergerisches Haus;Wollzeile, Schweizerisches Haus;Wollzeile, Widmerisches Haus";Wohnadresse;48.2088543;16.3755978;ab 1685 hofbefreiter Handelsmann Abraham Schlüsselberger;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955, S. 483. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Wollzeile_13&oldid=511355;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289024;Wollzeile 13;776;;HSV-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Wollzeile, Schlüsselbergisches Haus;Wollzeile, Schlisselbergisches Haus, neben dem"
255;Wollzeile, Putzisches Haus;"Wollzeile, Putzisches Haus;Wollzeile, Vestenburgisches Haus";Wohnadresse;48.2086433;16.3759387;ab 1688 Johann Marx Frh. Putz von Adlersthurn;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955,  S. 487. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Berthahof&oldid=510283;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289026;Wollzeile 15;777;;TM-TBP-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Wollzeile, Pozy/Butzi, Freiherr, Haus;Wollzeile, Putzisches Haus, eH;Wollzeile, Puz, Freiherr, Haus"
256;Wollzeile, Degetzisches Haus;Wollzeile, Degetzisches Haus;Wohnadresse;48.2086145;16.3761844;ab 1683 Schlosser Georg Degetz;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955,  S. 490. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Wollzeile_17&oldid=511270;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289029;Wollzeile 17;778;;TM-TBP-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Wollzeile, Daget, Georg, Haus;Wollzeile, Degets, Johann, Haus;Wollzeile, Degetz, Georg, Haus;Wollzeile, Deggez Haus"
257;Wollzeile, Haffnerisches Haus;"Wollzeile, Haffnerisches Haus;Wollzeile, Höffenstökhisches Haus";Wohnadresse;48.2085249;16.3764556;ab 1646 Sattler Jakob Haffner;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955,  S. 495. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Wollzeile_19&oldid=511318;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289031;Wolzeile 19;779;;TM-TBP-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Wollzeile, Haffer, Jakob, Haus;Wollzeile, Haffner, Jacob, Haus"
258;Wollzeile, Zum roten Engel;"Wollzeile, Zum roten Engel;Wollzeile, Graffsches Haus;Wollzeile, Hallerisches Haus";Wohnadresse;48.2083608;16.3766114;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955, S. 495. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Wollzeile_21&oldid=511357;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289036;Wollzeile 21;780;;HSV-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Wollzeile, beim roten Engel, eH;Wollzeile, beim roten Engel"
259;Wollzeile, Pfannisches Haus;"Wollzeile, Pfannisches Haus;Wollzeile, Wenighofferisches Haus";Wohnadresse;48.2083517;16.3768449;ab 1686 Franz Adam Pfann;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955,  S. 501. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Wollzeile_23&oldid=511194;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289038;Wollzeile 23;781;;TM-TBP-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Wollzeile, Pfanisches Haus;Wollzeile, Pfann, Adam, Haus;Wollzeile, Pfannsches Haus, eH"
260;Stubentor, Zum scharfen Eck;Stubentor, Zum scharfen Eck;Wohnadresse;48.208218;16.3774444;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955, S. 501. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Wollzeile_29&oldid=511301;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289042;Wollzeile 27;783;;HSV-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Stubentor, scharfes Eck;beim scharfen Eck;scharfes Eck"
261;Wollzeile, Königsackherisches Haus;Wollzeile, Königsackherisches Haus;Wohnadresse;48.2081627;16.377731;ab 1681 Rosamunde Franziska Freiin von Königsackher;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955,  S. 671. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Wollzeile_29&oldid=511301;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289044;Wollzeile 29;784;;TM-TBP-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;Wollzeile, Königsackher, Baron, Haus
262;Stubentor, Zum blauen Bock;Stubentor, Zum blauen Bock;Wohnadresse;48.2080042;16.3783665;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,2, Wien: Selbstverlag, 1954, S. 381. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Postgasse_1&oldid=510916;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2283495;Postgasse 1;787;;HSV-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;Stubentor, blauer Bock
263;Riemergasse, Pozzisches Haus;Riemergasse, Pozzisches Haus;Wohnadresse;48.2076507;16.377494;ab 1632 Anton Pozzo;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955,  S. 710. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zedlitzgasse_1&oldid=511308;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289212;Zedlitzgasse 1;795;;TM-TBP-Blatt;Adresse;Stubenviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Riemergasse, Pozo, von, Herr, Haus;Riemergasse, Pozzo, Johann, Haus;Riemergasse, Pozzosches Haus, eH;Schulerstraße, Pozzo, Sekretär Haus"
264;Jakobergasse, Knäfflisches Haus;Jakobergasse, Knäfflisches Haus;Wohnadresse;48.2064887;16.3771646;ab 1657 Pfarrer Lucas Knäffl, Haus B;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955,  S. 711. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=An_der_H%C3%BClben_6&oldid=797407;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289251;An der Hülben 6;807;;TM-TBP-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Jakobergasse, Knafflerisches Haus;Jakobergasse, Knäfflische (?) Erben, Haus;Jakobergasse, Kneiffische Erben, Haus;Jakobergasse, Kneifflerisches Haus"
265;Jakobergasse, Coranthisches Haus;"Jakobergasse, Coranthisches Haus;Jakobergasse, Schweglerisches Haus;Singerstraße, Guethisches Haus";Wohnadresse;48.2066603;16.3770726;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955,  S. 710. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=An_der_H%C3%BClben_4&oldid=797408;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289250;An der Hülben 4;808;;TM-TBP-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Jakobergasse, Choranti(n)/Charanti(n), Witwe, Haus;Jakobergasse, Correnti/Caranti, Johann/Thomas, Haus"
266;Jakobergasse, Zieglerisches Haus;Jakobergasse, Zieglerisches Haus;Wohnadresse;48.206929;16.3770622;"Haus Nr. 810, zusemmengelegt mit 809; ab 1670 Hanns Ziegler";Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955,  S. 684. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=P%C3%BCttlingerhof&oldid=510961;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289248;Jakobergasse 4;809;;TM-TBP-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Jakobergasse, Zieglerische Erben/Zieglerisches, Haus
267;Jakobergasse, Gruenfelsisches Haus;Jakobergasse, Gruenfelsisches Haus;Wohnadresse;48.206929;16.3770622;ab 1680 Christine Gruenfels;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955,  S. 687. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=P%C3%BCttlingerhof&oldid=510961;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289246;Jakobergasse 4;810;;TM-TBP-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Jakobergasse, Grienfelß, Sekretär, Haus;Jakobergasse, Grienfelß, von, Witwe Haus;Jakobergasse, Grienfelß, Witwe, Haus;Jakobergasse, Grienfelßische Erben, Haus;Jakobergasse, Grüenfelß, Witwe/Grüenfelßisches, Haus;Jakobergasse, Grüenfelßische Erben, Haus"
268;Riemergasse, Zum weißen Stiefel;Riemergasse, Zum weißen Stiefel;Wohnadresse;48.2070185;16.3768001;"ab 1701 ""zum weißen Stiefel""";Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955,  S. 688. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zum_wei%C3%9Fen_Stiefel&oldid=511452;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289225;Riemergasse 9;811;;TM-TBP-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Riemergasse (Riemerstraße), weißer Stiefel;Riemergasse, weißer Stiefel, beim;Riemerstraße, weißer Stiefel"
269;Riemergasse, Schmidtisches Haus;Riemergasse, Schmidtisches Haus;Wohnadresse;48.20683;16.3766793;ab 1679 Christoph Schmidt, Seiler;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955,  S. 688. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Riemergasse_11&oldid=510977;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289228;Riemergasse 11;812;;TM-TBP-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Riemerstraße, Schmid, Christoph, Haus;Riemerstraße, Schmidtsches Haus, eH"
270;Riemergasse, Haslmannisches Haus;"Riemergasse, Haslmannisches Haus;Riemergasse, Wolrabisches Haus;Riemergasse, Zeyerisches Haus";Wohnadresse;48.2066746;16.3766041;ab 1695 Maria Katharina Haslmann;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955,  S. 688. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Riemergasse_13&oldid=511109;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289229;Riemergasse 13;813;;TM-TBP-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Riemergasse, Haßlmanisches Haus;Riemergasse, Haßlmanisches Haus, eH"
271;Riemerstraße, Fabricisches Haus;"Riemerstraße, Fabricisches Haus;Riemergasse, Fabricisches Haus";Wohnadresse;48.2065267;16.3763365;ab 1702 Dr. Johann Georg Fabricus und Maria Salome Fabricius;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955, S. 692. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Riemergasse_15-17&oldid=511032;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289233;Riemergasse 15;815;;HSV-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Riemerstraße, Fabrizisches Haus;Riemerstraße, Fabritzisches Haus;Riemerstraße,neben dem Fabri[zi]schen Haus"
272;Riemergasse, Urschenbecksches Haus;Riemergasse, Urschenbecksches Haus;Wohnadresse;48.2066593;16.3760849;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955,  S. 696. (Manuskript);https://www.geschichtewiki.wien.gv.at/Riemergasse_16;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289232;Riemergasse 16;816;;TM-TBP-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Riemergasse (Riemerstraße), Urschenbecksches (?) Haus, eH
273;Riemergasse, Wenisches Haus;Riemergasse, Wenisches Haus;Wohnadresse;48.2070141;16.3764508;ab 1679 Sebastian Wenisch, Bäcker;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955,  S. 601. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Riemergasse_10&oldid=511125;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289238;Riemergasse 10;819;Sebastian wenisch Pökh;TM-TBP-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Riemergasse, Wenisch, Sebastian, Haus;Riemergasse, Wenisches Haus;Riemerstraße, Wenisch, Sebastian, Haus"
274;Riemerstraße, Daunisches Haus;Riemerstraße, Daunisches Haus;Wohnadresse;48.2071377;16.376615;ab 1689 Johann Wilhelm Gf. Daun, geh. Rat, Kämmerer und Generalfeldzeugmeister;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955, S. 696. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Riemergasse_8&oldid=511138;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289236;Riemergasse 8;820;;HSV-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Riemerstraße, Daunisches Haus
275;Riemergasse, Zur goldenen Ente;Riemergasse, Zur goldenen Ente;Wohnadresse;48.207505;16.3769432;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955, S. 601. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zur_goldenen_Ente_(1)&oldid=511402;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289142;Riemergasse 4;822;;HSV-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"bei St. Jakob, Goldene Ente;St. Jakob, nächst, goldene Ente (Aenden)"
276;Schulerstraße, Inamisches Haus;Schulerstraße, Inamisches Haus;Wohnadresse;48.2078724;16.376337;ab 1672 Regent der nö. Regiments Dr. Johann Inama;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955,  S. 649. (Manuskript);https://www.geschichtewiki.wien.gv.at/Schulerstra%C3%9Fe_18;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289139;Schulerstraße 18-20;824;;TM-TBP-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Schulerstraße, Inamasches Haus, eH
277;Ksl. Klepperstall;Ksl. Klepperstall;Wohnadresse;48.2075023;16.3760112;laut Wien Wiki Pferde für Sänften, deshalb Sänftenstall,  1725 aufgelassen;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955,  S. 654. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=S%C3%A4nftenstall&oldid=511291;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289189;Kumpfgasse 5;826;;TM-TBP-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Kumpfgasse, Hofstall;Kumpfgasse, Klepperstall;Kumpfgasse, Stall, Hof-;Neue Welt, Klepperstall EG;Neue Welt, Klepperstall, ksl.;Neue Welt, Stall, ksl.;Neue Welt, Stallhaus, ksl."
278;Kumpfgasse, Farberisches Haus;"Kumpfgasse, Farberisches Haus;Kumpfgasse, Benefiziatenhaus";Wohnadresse;48.2072245;16.3759479;um 1600 Andre Faber, kaisl. Fedlhabermeister;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955, S. 649. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kumpfgasse_7&oldid=510772;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289190;Kumpfgasse 7;827;;HSV-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Neue Welt, Färberisches Haus
279;Kleiner Ramhof;Kleiner Ramhof;Wohnadresse;48.2069049;16.3758637;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955, S. 654. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Kleiner_Ramhof&oldid=510705;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289195;Kumpfgasse 11;829;;HSV-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Riemerstraße, kleiner Ramhof
280;Am grünen Anger, Breunerisches Haus;"Am grünen Anger, Breunerisches Haus;Am grünen Anger, Zum roten Stern;Am grünen Anger, Schillingisches Haus";Wohnadresse;48.2074979;16.3755519;ab 1690 Johann Preiner (Breuner), Hof- und Stabschirurg;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955, S. 622. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Gr%C3%BCnangergasse_3-5&oldid=510615;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289163;Grünangergasse 3;832;;HSV-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Grüner Anger, Breunerisches Haus
281;Neuburgerhof;"Neuburgerhof;Neubergerhof";Wohnadresse;48.2078366;16.3758778;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955, S. 591. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Neuberger_Hof&oldid=510876;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289132;Grünangergasse 1;833;;HSV-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Grüner Anger, Neuburgerhof;grüner Anger, auf dem, Neubergerhof;Neubergerhof;Neuberger Hof"
282;Am grünen Anger, Benefiziatenhaus;"Am grünen Anger, Benefiziatenhaus;Am grünen Anger, Sällisches Haus";Wohnadresse;48.2073766;16.3753757;Steinpecksche Stiftung, Inhaber Hofkaplan Bernadus Sances;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955,  S. 643. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zur_goldenen_Bethen&oldid=511477;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289165;Grünangergasse 7;835;;TM-TBP-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Grüner Anger, Benefiziathaus
283;Am grünen Anger, Mayrhofferisches Haus;Am grünen Anger, Mayrhofferisches Haus;Wohnadresse;48.2075501;16.3748468;Durchgang zw. Grünangergassse 8 und 10, ursprünglich Sackgasse 1-3;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955,  S. 606. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Sackgasse_(1)&oldid=481873;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289184;Grünangergasse 8;839;;TM-TBP-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Grüner Anger, Mayrhoffer, Matthias, Haus;Grüner Anger, Mayrhoffer, Matthias/Mäyrhofferisches, Haus;Grüner Anger, Mayrhoffer/Mayrhoff/Merhoffer, Matthias, Haus"
284;Am grünen Anger, Küpfelbeckisches Haus;Am grünen Anger, Küpfelbeckisches Haus;Wohnadresse;48.2074875;16.375211;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955, S. 628. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Zum_gr%C3%BCnen_Anger&oldid=511492;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289169;Grünangergasse 8;841;;HSV-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;Grüner Anger, beim Küpffelbäck, Küpffelbeckisches Haus [Kipferlbäcker?]
285;Blutgasse, Khremerisches Haus;Blutgasse, Khremerisches Haus;Wohnadresse;48.2076312;16.3753386;ab 1667 Hof- und Leibtrabant Johann Conrad Khremer;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955,  S. 604. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Gr%C3%BCnangergasse_6&oldid=510474;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289168;Grünangergasse 6;842;;TM-TBP-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Blutgasse, Cremer, Jacob, Haus;Blutgasse, Kremer, Johann Jakob, Haus;Blutgasse, Kremmersches Haus, eH;Grüner Anger, Cremer, Dr. Haus;Grüner Anger, Cremer, Dr., Haus;Grüner Anger, Kremer, Dr., Haus"
286;Kleiner Bischofshof;Kleiner Bischofshof;Wohnadresse;48.2079149;16.3751468;;Lucienfeld-Harrer, Paul, Wien. Seine Häuser, Menschen und Kultur, 4,3, Wien: Selbstverlag, 1955,  S. 614. (Manuskript);https://www.geschichtewiki.wien.gv.at/index.php?title=Domgasse_6&oldid=791149;https://www.digital.wienbibliothek.at/wbrobv/content/pageview/2289147;Domgasse 6;845;;TM-TBP-Blatt;Adresse;Kärntnerviertel;Wien;https://www.geonames.org/2761369/vienna.html;"Grüner Anger, Bischofhof, kleiner;Grüner Anger, Bischofshof, kleiner"
